Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2017-06-19T10:19:14Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-18T20:01:48Z,Cash,Transportation,Bus,H to kala circle,12.0,Expense,INR
2017-06-18T20:01:09Z,Cash,Transportation,Bus,Kala circle to H,15.0,Expense,INR
2017-06-17T10:25:13Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-16T23:18:37Z,Saving Bank account 1,Gift,,Jeff kellar's winning attitude,137.0,Expense,INR
2017-06-16T19:03:15Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-15T19:01:47Z,Saving Bank account 1,Other,,Courier,50.0,Expense,INR
2017-06-15T19:01:47Z,Saving Bank account 1,Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29.0,Expense,INR
2017-06-13T20:06:49Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-11T00:00:00Z,Saving Bank account 1,Beauty,grooming,hair cut,100.0,Expense,INR
2017-06-11T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-10T00:00:00Z,Saving Bank account 1,Health,Medicine,Covaxin booster dose,386.0,Expense,INR
2017-06-10T00:00:00Z,Saving Bank account 1,Transportation,train,2 Kushinagar express (LTT to Place 2),501.0,Expense,INR
2017-06-10T00:00:00Z,Saving Bank account 1,subscription,Newspaper,TOI,170.0,Expense,INR
2017-06-10T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-06-10T00:00:00Z,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR
2017-06-08T00:00:00Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-06-08T00:00:00Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-06-08T00:00:00Z,Cash,Culture,Movie,2 tickets - Cinepolis 4DX 3D,760.0,Expense,INR
2017-06-08T00:00:00Z,Saving Bank account 1,Food,breakfast,Bread,35.0,Expense,INR
2017-06-08T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-08T00:00:00Z,Saving Bank account 1,Food,Eggs,6 pcs,35.0,Expense,INR
2017-06-07T00:00:00Z,Cash,Household,Kitchen,Sanjori mould,26.0,Expense,INR
2017-06-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2017-06-06T00:00:00Z,Cash,Education,Stationary,Print out,3.0,Expense,INR
2017-06-06T00:00:00Z,Cash,Food,snacks,2 Veg puff,40.0,Expense,INR
2017-06-06T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-05T00:00:00Z,Cash,Food,Dinner,Chicken Biryani 120+ dal rice 60,180.0,Expense,INR
2017-06-05T00:00:00Z,Cash,Food,chocolate,2 Cadbury dairy milk,20.0,Expense,INR
2017-06-05T00:00:00Z,Cash,Health,Medicine,3 Sinarest,18.0,Expense,INR
2017-06-05T00:00:00Z,Saving Bank account 1,Health,Medicine,Sofy antibacterial,190.0,Expense,INR
2017-06-05T00:00:00Z,Saving Bank account 1,Family,Pocket money,,2500.0,Expense,INR
2017-06-05T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-06-05T00:00:00Z,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR
2017-06-04T00:00:00Z,Saving Bank account 1,Food,vegetables,Pav kg Simla mirch 20 + Hari mirch 5,25.0,Expense,INR
2017-06-04T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-03T00:00:00Z,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-06-03T00:00:00Z,Saving Bank account 1,Household,Kirana,Supermart,267.0,Expense,INR
2017-06-03T00:00:00Z,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.95,Expense,INR
2017-06-03T00:00:00Z,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
2017-06-02T00:00:00Z,Saving Bank account 1,Food,snacks,Vadapav,20.0,Expense,INR
2017-06-02T00:00:00Z,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR
2017-06-01T00:00:00Z,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-06-01T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,65.0,Expense,INR
2017-06-01T00:00:00Z,Saving Bank account 1,Saving Bank account 2,,,100.0,Transfer-Out,INR
2017-06-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR
2017-06-01T00:00:00Z,Cash,maid,,,1000.0,Expense,INR
2017-06-01T00:00:00Z,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR
2017-05-31T20:47:17Z,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,655.0,Expense,INR
2017-05-31T10:25:17Z,Saving Bank account 1,Salary,,From workplace ,56970.0,Income,INR
2017-05-30T19:57:58Z,Saving Bank account 1,Food,Dinner,5 chapati,25.0,Expense,INR
2017-05-30T19:57:58Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-05-30T17:04:28Z,Cash,Food,beverage,Slice + Pepsi,40.0,Expense,INR
2017-05-30T17:04:07Z,Cash,Food,Lunch,2 veg Frankie,120.0,Expense,INR
2017-05-30T17:02:53Z,Cash,Household,Kitchen,Crockery,275.0,Expense,INR
2017-05-30T11:35:31Z,Saving Bank account 1,Food,Tea,2 tea,34.0,Expense,INR
2017-05-30T09:41:31Z,Cash,Transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR
2017-05-30T09:41:14Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-29T09:25:48Z,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,35.0,Expense,INR
2017-05-29T09:25:48Z,Cash,Education,Stationary,Xerox,30.0,Expense,INR
2017-05-29T09:25:48Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-28T20:47:33Z,Saving Bank account 1,Household,Kirana,,996.0,Expense,INR
2017-05-28T20:47:18Z,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-05-28T19:39:31Z,Cash,Food,vegetables,,45.0,Expense,INR
2017-05-28T19:39:11Z,Saving Bank account 1,Food,Grocery,Mango 1 kg,140.0,Expense,INR
2017-05-28T19:27:51Z,Cash,Food,Grocery,,30.0,Expense,INR
2017-05-28T19:27:36Z,Saving Bank account 1,Food,vegetables,,60.0,Expense,INR
2017-05-28T19:16:01Z,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,70.0,Expense,INR
2017-05-27T18:20:47Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-27T13:21:21Z,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,20.0,Expense,INR
2017-05-27T13:21:01Z,Saving Bank account 1,Food,vegetables,Pav kg tomato,20.0,Expense,INR
2017-05-25T08:47:34Z,Cash,Food,snacks,Ragda Puri,30.0,Expense,INR
2017-05-25T08:47:34Z,Cash,Transportation,Train,Place 0 to Vikhroli single,15.0,Expense,INR
2017-05-24T08:46:43Z,Saving Bank account 1,subscription,Cable TV,,261.0,Expense,INR
2017-05-24T08:46:43Z,Cash,Food,snacks,Samosa pav @ kurla,15.0,Expense,INR
2017-05-24T08:46:43Z,Cash,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
2017-05-24T08:46:32Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-23T22:10:00Z,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-05-23T22:09:27Z,Cash,Household,Kirana,Rasna orange,46.0,Expense,INR
2017-05-23T22:08:10Z,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,75.0,Expense,INR
2017-05-22T17:30:12Z,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,88.0,Expense,INR
2017-05-22T17:29:38Z,Saving Bank account 1,Household,Appliances,3 pin Holder,50.0,Expense,INR
2017-05-22T09:55:12Z,Saving Bank account 1,Food,beverage,Coke 750ml,40.0,Expense,INR
2017-05-22T09:44:08Z,Saving Bank account 1,Food,beverage,sugarcane juice,15.0,Expense,INR
2017-05-22T00:00:00Z,Saving Bank account 1,Life Insurance,,,11043.0,Transfer-Out,INR
2017-05-21T15:34:55Z,Cash,Transportation,Train,2 Place 0 to Place 4 return,30.0,Expense,INR
2017-05-21T15:33:51Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-21T15:26:54Z,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,INR
2017-05-21T09:40:52Z,Cash,Transportation,auto,Decathlon to station,20.0,Expense,INR
2017-05-21T00:00:00Z,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR
2017-05-18T16:11:48Z,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,219.0,Expense,INR
2017-05-18T16:11:48Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-18T16:11:26Z,Saving Bank account 1,Food,vegetables,,60.0,Expense,INR
2017-05-18T16:11:08Z,Saving Bank account 1,Food,Lunch,Bhai poli,45.0,Expense,INR
2017-05-18T11:06:52Z,Saving Bank account 1,Food,breakfast,Poha,25.0,Expense,INR
2017-05-18T11:06:30Z,Cash,Beauty,grooming,Shaving,50.0,Expense,INR
2017-05-18T11:06:19Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-18T11:06:06Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-17T14:12:16Z,Cash,Food,Tea,,5.0,Expense,INR
2017-05-17T14:12:16Z,Saving Bank account 1,Food,Ice cream,Vanila family pack,99.0,Expense,INR
2017-05-17T14:12:16Z,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,INR
2017-05-17T10:27:35Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-16T19:10:09Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-16T14:39:07Z,Saving Bank account 1,Beauty,grooming,Razor Blade,247.0,Expense,INR
2017-05-16T13:22:48Z,Saving Bank account 1,Food,Lunch,Non veg combo meal,234.0,Expense,INR
2017-05-16T13:11:02Z,Cash,Food,Tea,,5.0,Expense,INR
2017-05-15T20:42:20Z,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,380.0,Expense,INR
2017-05-15T19:28:42Z,Cash,Food,Dinner,Veg cheese grill sandwich,100.0,Expense,INR
2017-05-15T19:28:22Z,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
2017-05-14T20:06:03Z,Saving Bank account 1,Household,Kirana,Shev bhaji sev,50.0,Expense,INR
2017-05-14T14:21:59Z,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.0,Expense,INR
2017-05-13T20:51:02Z,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,242.0,Expense,INR
2017-05-13T18:02:21Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-13T18:02:10Z,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR
2017-05-13T10:43:50Z,Cash,Food,Tea,,5.0,Expense,INR
2017-05-13T10:43:17Z,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,35.0,Expense,INR
2017-05-12T00:00:00Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-12T00:00:00Z,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR
2017-05-12T00:00:00Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-12T00:00:00Z,Saving Bank account 1,Family,Pocket money,,5000.0,Expense,INR
2017-05-11T00:00:00Z,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0,Expense,INR
2017-05-11T00:00:00Z,Saving Bank account 1,subscription,Tata Sky,,230.0,Expense,INR
2017-05-11T00:00:00Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-11T00:00:00Z,Saving Bank account 1,Beauty,grooming,Body hair removal cream,318.0,Expense,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Education,Stationary,Courier,100.0,Expense,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Education,Stationary,Xerox,12.0,Expense,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Education,Stationary,2 envelope,24.0,Expense,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR
2017-05-10T00:00:00Z,Cash,Food,snacks,Sweet bread cake 85 + veg puff 2,125.0,Expense,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Food,Lunch,Dudhi 30 + 3 chapati,45.0,Expense,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Food,breakfast,Tea + 2 kachori,34.0,Expense,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-05-10T00:00:00Z,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR
2017-05-09T00:00:00Z,Cash,Food,Ice cream,Cornetto butterscotch,40.0,Expense,INR
2017-05-09T00:00:00Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-09T00:00:00Z,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR
2017-05-09T00:00:00Z,Saving Bank account 1,Food,Lunch,Chana masala 30 + 3 chapati,45.0,Expense,INR
2017-05-08T00:00:00Z,Saving Bank account 1,Food,Dinner,Egg fry + chicken lollypop,191.0,Expense,INR
2017-05-08T00:00:00Z,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
2017-05-07T00:00:00Z,Saving Bank account 1,Food,Dinner,Aloo mutter sabji,30.0,Expense,INR
2017-05-07T00:00:00Z,Saving Bank account 1,Food,snacks,Chicken manchow soup,98.0,Expense,INR
2017-05-07T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR
2017-05-07T00:00:00Z,Saving Bank account 1,Food,breakfast,Double omlet pav + tea,45.0,Expense,INR
2017-05-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2017-05-06T00:00:00Z,Cash,Food,Dinner,5 chapati,25.0,Expense,INR
2017-05-06T00:00:00Z,Cash,Food,snacks,Veg puff,20.0,Expense,INR
2017-05-06T00:00:00Z,Cash,Food,Tea,,10.0,Expense,INR
2017-05-06T00:00:00Z,Saving Bank account 1,Food,Lunch,Paneer masala + hara bhara kabab 6 pcs,330.0,Expense,INR
2017-05-05T00:00:00Z,Saving Bank account 1,Food,Dinner,Bhendi masala 30 + 3 chapati,45.0,Expense,INR
2017-05-05T00:00:00Z,Cash,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-05-05T00:00:00Z,Saving Bank account 1,Food,breakfast,Bread,33.0,Expense,INR
2017-05-05T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-05-05T00:00:00Z,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR
2017-05-04T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR
2017-05-03T00:00:00Z,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-05-03T00:00:00Z,Cash,Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60.0,Expense,INR
2017-05-03T00:00:00Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-03T00:00:00Z,Cash,Transportation,Train,Place 0 to Place 6 return,10.0,Expense,INR
2017-05-03T00:00:00Z,Saving Bank account 1,Household,Kitchen,Gas stove elica 3 burner,8825.0,Expense,INR
2017-05-03T00:00:00Z,Saving Bank account 1,Gift,,Decathlon shoes,1811.0,Expense,INR
2017-05-03T00:00:00Z,Cash,Transportation,train,Place 3 to Place 2 sevagram,1100.0,Expense,INR
2017-05-03T00:00:00Z,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
2017-05-02T00:00:00Z,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
2017-05-02T00:00:00Z,Saving Bank account 1,Apparel,Footwear,Puma Troy mu running shoes,2421.0,Expense,INR
2017-05-02T00:00:00Z,Saving Bank account 1,Food,Tea,2 cups,20.0,Expense,INR
2017-05-02T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-01T00:00:00Z,Cash,maid,,,1000.0,Expense,INR
2017-05-01T00:00:00Z,Saving Bank account 1,Food,Dinner,2 Fried rice,321.0,Expense,INR
2017-05-01T00:00:00Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-05-01T00:00:00Z,Cash,Transportation,Train,2 Place 0 to WS single,10.0,Expense,INR
2017-05-01T00:00:00Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-01T00:00:00Z,Saving Bank account 1,Apparel,Clothing,Shorts for Family,399.0,Expense,INR
2017-05-01T00:00:00Z,Saving Bank account 1,Apparel,Clothing,H&M Tshirt for Family,599.0,Expense,INR
2017-05-01T00:00:00Z,Saving Bank account 1,Other,,To savings account,100.0,Expense,INR
2017-05-01T00:00:00Z,Saving Bank account 1,Food,flour mill,M D sure 1kg atta,47.0,Expense,INR
2017-05-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR
2017-05-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2017-04-30T23:04:01Z,Saving Bank account 1,Food,Ice cream,chocobar,10.0,Expense,INR
2017-04-30T21:08:58Z,Saving Bank account 1,Salary,,From workplace ,56957.0,Income,INR
2017-04-30T21:03:55Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-04-30T21:03:30Z,Cash,Food,fruits,6 bananas,25.0,Expense,INR
2017-04-30T21:02:52Z,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,221.0,Expense,INR
2017-04-30T19:53:16Z,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,110.0,Expense,INR
2017-04-30T08:32:12Z,Saving Bank account 1,Food,Grocery,Chota bread,17.0,Expense,INR
2017-04-30T08:31:52Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-28T11:17:49Z,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30.0,Expense,INR
2017-04-28T11:17:49Z,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR
2017-04-27T09:35:41Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-26T11:25:09Z,Saving Bank account 1,Gift,,farewell contribution,385.0,Expense,INR
2017-04-25T10:30:36Z,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-04-25T09:21:54Z,Cash,Transportation,auto,Place 6 station to college,10.0,Expense,INR
2017-04-25T09:21:21Z,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
2017-04-25T09:21:02Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-04-25T09:20:48Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-24T23:51:40Z,Saving Bank account 1,Other,,Family's Wristwatch repair,170.0,Expense,INR
2017-04-23T23:52:40Z,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,15.0,Expense,INR
2017-04-23T23:52:40Z,Saving Bank account 1,Food,snacks,2 Veg puff,40.0,Expense,INR
2017-04-22T09:06:19Z,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-04-22T09:06:19Z,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
2017-04-22T07:26:43Z,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,INR
2017-04-21T20:26:04Z,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
2017-04-21T00:00:00Z,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR
2017-04-20T20:42:02Z,Saving Bank account 1,Household,Kirana,Smart point,621.68,Expense,INR
2017-04-20T14:03:33Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-18T18:20:51Z,Saving Bank account 1,Food,Ice cream,Raspberry dolly,20.0,Expense,INR
2017-04-18T13:19:27Z,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-17T19:56:53Z,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",1076.0,Expense,INR
2017-04-17T19:56:53Z,Saving Bank account 1,Family,clothes,H&M clothes,1497.0,Expense,INR
2017-04-16T16:30:39Z,Saving Bank account 1,subscription,Tata Sky,,192.0,Expense,INR
2017-04-14T20:04:31Z,Saving Bank account 1,Family,Pocket money,,5000.0,Expense,INR
2017-04-12T00:00:00Z,Saving Bank account 1,Food,breakfast,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125.0,Expense,INR
2017-04-10T00:00:00Z,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-04-10T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-04-10T00:00:00Z,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR
2017-04-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2017-04-06T00:00:00Z,Saving Bank account 1,Transportation,train,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6,Expense,INR
2017-04-05T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR
2017-04-05T00:00:00Z,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR
2017-04-04T00:00:00Z,Saving Bank account 1,Food,Ice cream,chocobar (25)+ chocolate cup (20),45.0,Expense,INR
2017-04-03T00:00:00Z,Saving Bank account 1,Food,snacks,1 chicken shawarma,60.0,Expense,INR
2017-04-03T00:00:00Z,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
2017-04-01T00:00:00Z,Cash,Food,snacks,egg roll,40.0,Expense,INR
2017-04-01T00:00:00Z,Cash,Food,Grocery,Half kg potato,10.0,Expense,INR
2017-04-01T00:00:00Z,Cash,Food,Grocery,Sambar masala (32)+ 2 milkybar,52.0,Expense,INR
2017-04-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR
2017-04-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2017-03-31T22:08:00Z,Saving Bank account 1,Salary,,From workplace ,56102.0,Income,INR
2017-03-31T21:08:42Z,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR
2017-03-31T21:07:22Z,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,30.0,Expense,INR
2017-03-31T21:06:32Z,Cash,Transportation,Taxi,Dadar West to siddhivinayak,30.0,Expense,INR
2017-03-31T21:03:22Z,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,Expense,INR
2017-03-31T21:02:45Z,Cash,Transportation,auto,Place 4 station to Place 4 plaza,15.0,Expense,INR
2017-03-31T21:01:20Z,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0,Expense,INR
2017-03-31T21:00:41Z,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-03-31T10:20:31Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-30T20:15:18Z,Saving Bank account 1,Interest,,interest paid,508.0,Income,INR
2017-03-30T20:15:18Z,Saving Bank account 1,Household,Kirana,,245.0,Expense,INR
2017-03-28T11:59:46Z,Cash,Food,beverage,Soda water,12.0,Expense,INR
2017-03-27T21:25:32Z,Saving Bank account 1,Household,Appliances,USB cord,260.0,Expense,INR
2017-03-27T21:25:08Z,Saving Bank account 1,Food,Milk,milk 1lit ,60.0,Expense,INR
2017-03-26T19:25:27Z,Saving Bank account 1,Household,Kirana,Smart,786.0,Expense,INR
2017-03-26T13:43:07Z,Saving Bank account 1,Food,Milk,milk 1 lit,60.0,Expense,INR
2017-03-25T14:50:06Z,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-03-25T14:50:06Z,Saving Bank account 1,Gpay Reward,,reward Gpay,6.0,Income,INR
2017-03-25T14:50:06Z,Saving Bank account 1,Health,Medicine,Tablet,29.0,Expense,INR
2017-03-25T14:50:06Z,Saving Bank account 1,Health,Medicine,Jel,110.0,Expense,INR
2017-03-25T14:49:45Z,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,900.0,Expense,INR
2017-03-25T13:41:02Z,Cash,Health,Hospital,Doctor Fees,150.0,Expense,INR
2017-03-25T09:14:09Z,Cash,Food,Milk,milk 1 lit,60.0,Expense,INR
2017-03-23T22:04:15Z,Saving Bank account 1,Family,Pocket money,,3000.0,Expense,INR
2017-03-23T22:03:29Z,Saving Bank account 1,Food,beverage,3 sugarcane juice,60.0,Expense,INR
2017-03-23T13:49:11Z,Saving Bank account 1,Other,,Fifa 21 pc,1499.0,Expense,INR
2017-03-22T23:18:47Z,Cash,Transportation,auto,2 Place 0 to Current Residence,20.0,Expense,INR
2017-03-22T23:16:53Z,Cash,Transportation,auto,,50.0,Expense,INR
2017-03-22T23:14:21Z,Cash,Household,Furniture,Mattress advance,500.0,Expense,INR
2017-03-22T23:11:47Z,Cash,Transportation,auto,within city,33.0,Expense,INR
2017-03-22T23:11:47Z,Cash,Transportation,Bus,2 Place 6 to Place 7,18.0,Expense,INR
2017-03-22T23:10:50Z,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR
2017-03-22T23:10:50Z,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-22T06:57:25Z,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,600.0,Expense,INR
2017-03-20T11:45:21Z,Saving Bank account 1,Household,Appliances,2 Spike guard,450.0,Expense,INR
2017-03-19T13:28:22Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-03-18T09:41:44Z,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,INR
2017-03-18T09:41:44Z,Saving Bank account 1,Food,Grocery,,160.0,Expense,INR
2017-03-18T09:41:44Z,Cash,Food,fruits,Grapes + apple + guava,310.0,Expense,INR
2017-03-16T20:40:52Z,Cash,Other,,scrap,70.0,Income,INR
2017-03-16T20:39:13Z,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,Expense,INR
2017-03-15T06:17:55Z,Cash,Household,Kitchen,drainage powder,50.0,Expense,INR
2017-03-15T06:17:55Z,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,Expense,INR
2017-03-15T06:17:32Z,Cash,Food,Ice cream,2 softy,40.0,Expense,INR
2017-03-14T20:20:07Z,Cash,Household,Hardware,2 bath stool,300.0,Expense,INR
2017-03-13T21:47:02Z,Cash,Food,Grocery,,100.0,Expense,INR
